 # time, lj_potential, kinetic_energy, total_energy, temperature_inst
   9.99999975E-05  -31.6580315       174.261307       142.603271      0.936888754    
   1.99999995E-04  -31.6580734       178.171326       146.513245      0.957910359    
   2.99999985E-04  -31.6581802       177.981689       146.323517      0.956890821    
   3.99999990E-04  -31.6582413       175.171021       143.512787      0.941779673    
   4.99999966E-04  -31.6583748       176.302689       144.644318      0.947863936    
   5.99999970E-04  -31.6584587       178.133453       146.474991      0.957706749    
   6.99999975E-04  -31.6585236       177.314972       145.656448      0.953306317    
   7.99999980E-04  -31.6585732       176.874893       145.216324      0.950940311    
   8.99999985E-04  -31.6586609       188.270813       156.612152       1.01220870    
   9.99999931E-04  -31.6588268       187.013763       155.354935       1.00545037    
   1.09999988E-03  -31.6589203       187.911591       156.252670       1.01027739    
   1.19999982E-03  -31.6589870       192.635712       160.976730       1.03567588    
   1.29999977E-03  -31.6590099       176.455368       144.796356      0.948684752    
   1.39999972E-03  -31.6589966       175.212555       143.553558      0.942003012    
   1.49999966E-03  -31.6590614       186.366394       154.707336       1.00196981    
   1.59999961E-03  -31.6590729       183.363373       151.704300      0.985824585    
   1.69999956E-03  -31.6590900       174.018341       142.359253      0.935582459    
   1.79999950E-03  -31.6591244       174.402344       142.743225      0.937646985    
   1.89999945E-03  -31.6591339       175.483307       143.824173      0.943458617    
   1.99999940E-03  -31.6591587       175.421722       143.762558      0.943127513    
   2.09999946E-03  -31.6591778       176.003983       144.344803      0.946257949    
   2.19999952E-03  -31.6591454       175.439804       143.780655      0.943224728    
   2.29999959E-03  -31.6591511       181.326355       149.667206      0.974872887    
   2.39999965E-03  -31.6591244       185.929779       154.270660      0.999622464    
   2.49999971E-03  -31.6591187       186.243744       154.584625       1.00131047    
   2.59999977E-03  -31.6590805       177.556091       145.897003      0.954602659    
   2.69999984E-03  -31.6590710       174.151611       142.492538      0.936298966    
   2.79999990E-03  -31.6591339       182.861237       151.202103      0.983124912    
   2.89999996E-03  -31.6591072       183.496277       151.837173      0.986539125    
   3.00000003E-03  -31.6591187       179.786270       148.127151      0.966592848    
   3.10000009E-03  -31.6591167       175.704788       144.045670      0.944649398    
   3.20000015E-03  -31.6591263       190.695923       159.036804       1.02524686    
   3.30000021E-03  -31.6591167       180.018051       148.358932      0.967839003    
   3.40000028E-03  -31.6591301       177.071609       145.412476      0.951997876    
   3.50000034E-03  -31.6591206       175.951416       144.292297      0.945975363    
   3.60000040E-03  -31.6591949       170.257629       138.598434      0.915363610    
   3.70000047E-03  -31.6592140       164.650711       132.991501      0.885218859    
   3.80000053E-03  -31.6592159       170.121521       138.462311      0.914631844    
   3.90000059E-03  -31.6592712       172.667068       141.007797      0.928317547    
   4.00000066E-03  -31.6592960       175.664001       144.004700      0.944430113    
   4.10000049E-03  -31.6593227       179.972626       148.313309      0.967594743    
   4.20000032E-03  -31.6593723       173.426041       141.766663      0.932398081    
   4.30000015E-03  -31.6594219       172.505859       140.846436      0.927450836    
   4.39999998E-03  -31.6594524       177.151245       145.491791      0.952426076    
   4.49999981E-03  -31.6595039       176.149170       144.489670      0.947038531    
   4.59999964E-03  -31.6595287       168.548157       136.888626      0.906172872    
   4.69999947E-03  -31.6595783       176.253510       144.593933      0.947599530    
   4.79999930E-03  -31.6596012       176.876999       145.217392      0.950951636    
   4.89999913E-03  -31.6596661       179.067947       147.408279      0.962730885    
   4.99999896E-03  -31.6596756       174.930145       143.270477      0.940484643    
   5.09999879E-03  -31.6596775       186.811981       155.152298       1.00436544    
   5.19999862E-03  -31.6596909       192.241714       160.582031       1.03355765    
   5.29999845E-03  -31.6597004       193.213348       161.553650       1.03878140    
   5.39999828E-03  -31.6597023       190.091736       158.432037       1.02199852    
   5.49999811E-03  -31.6597099       191.189514       159.529800       1.02790058    
   5.59999794E-03  -31.6597214       183.519226       151.859497      0.986662507    
   5.69999777E-03  -31.6597290       186.290771       154.631042       1.00156331    
   5.79999760E-03  -31.6597767       201.253052       169.593277       1.08200562    
   5.89999743E-03  -31.6598415       199.293915       167.634079       1.07147264    
   5.99999726E-03  -31.6598530       204.366867       172.707016       1.09874654    
   6.09999709E-03  -31.6598854       202.596527       170.936646       1.08922863    
   6.19999692E-03  -31.6598625       202.505005       170.845139       1.08873653    
   6.29999675E-03  -31.6598930       203.125046       171.465149       1.09207010    
   6.39999658E-03  -31.6599045       205.944977       174.285065       1.10723102    
   6.49999641E-03  -31.6599331       208.748932       177.089005       1.12230611    
   6.59999624E-03  -31.6599731       211.104218       179.444244       1.13496888    
   6.69999607E-03  -31.6600094       218.947220       187.287216       1.17713559    
   6.79999590E-03  -31.6600189       213.434464       181.774445       1.14749706    
   6.89999573E-03  -31.6600018       214.730164       183.070160       1.15446329    
   6.99999556E-03  -31.6600170       215.304962       183.644943       1.15755355    
   7.09999539E-03  -31.6600742       213.659424       181.999344       1.14870656    
   7.19999522E-03  -31.6600151       219.481827       187.821808       1.18000984    
   7.29999505E-03  -31.6599655       212.058456       180.398499       1.14009929    
   7.39999488E-03  -31.6599884       202.665161       171.005173       1.08959758    
   7.49999471E-03  -31.6599541       197.884018       166.224060       1.06389260    
   7.59999454E-03  -31.6599464       195.339020       163.679077       1.05020976    
   7.69999437E-03  -31.6599865       183.943085       152.283096      0.988941312    
   7.79999420E-03  -31.6599140       187.087387       155.427475       1.00584614    
   7.89999403E-03  -31.6599178       186.118439       154.458527       1.00063682    
   7.99999386E-03  -31.6599045       188.704437       157.044525       1.01453996    
   8.09999369E-03  -31.6599178       178.863007       147.203094      0.961629093    
